ORDER_NO,ORDER_DATE,CUSTOMER_NO,PRODUCT_NUMBER,ORDER_QUANTITY,SALES_PRICE,SHIP_DATE,SHIP_QUANTITY,INVOICE_NO,INVOICE_DATE,SUBTOTAL,TAX,INVOICE_TOTAL,DUE_DATE
38576,01/11/2022,100189,12863740,37,6.71,01/21/2022,37,566893,01/21/2022,248.27,20.48,268.75,02/20/2022
38579,01/12/2022,100255,72721370,9,26.51,01/22/2022,9,566894,01/22/2022,238.59,19.68,258.27,02/21/2022
38578,01/12/2022,100226,15766978,67,40.67,01/22/2022,67,566895,01/22/2022,2724.89,224.8,2949.69,02/21/2022
38580,01/13/2022,100327,72721382,75,15.89,01/23/2022,75,566896,01/23/2022,1191.75,98.32,1290.07,02/22/2022
38581,01/13/2022,100116,21794781,41,9.01,01/23/2022,41,566897,01/23/2022,369.41,30.48,399.89,02/22/2022
38582,01/14/2022,100204,28923492,38,26.46,01/24/2022,38,566898,01/24/2022,1005.48,82.95,1088.43,02/23/2022
38583,01/14/2022,100311,72721407,83,17.68,01/24/2022,83,566899,01/24/2022,1467.44,121.06,1588.5,02/23/2022
38585,01/15/2022,100148,72721431,13,14.12,01/25/2022,13,566900,01/25/2022,183.56,15.14,198.7,02/24/2022
38584,01/15/2022,100157,28975110,28,14.07,01/25/2022,28,566901,01/25/2022,393.96,32.5,426.46,02/24/2022
38586,01/16/2022,100140,29007381,44,8.5,01/26/2022,44,566902,01/26/2022,374,30.86,404.86,02/25/2022
38587,01/16/2022,100103,72723500,33,58.37,01/26/2022,33,566903,01/26/2022,1926.21,158.91,2085.12,02/25/2022
38588,01/17/2022,100330,72723524,4,79.46,01/27/2022,4,566904,01/27/2022,317.84,26.22,344.06,02/26/2022
38589,01/17/2022,100238,29161378,80,19.38,01/27/2022,80,566905,01/27/2022,1550.4,127.91,1678.31,02/26/2022
38590,01/18/2022,100337,72723536,14,97.31,01/28/2022,14,566906,01/28/2022,1362.34,112.39,1474.73,02/27/2022
38591,01/18/2022,100204,29166218,97,23.9,01/28/2022,97,566907,01/28/2022,2318.3,191.26,2509.56,02/27/2022
38592,01/19/2022,100169,72723548,88,58.37,01/29/2022,88,566908,01/29/2022,5136.56,423.77,5560.33,02/28/2022
38593,01/20/2022,100232,72723560,66,61.74,01/30/2022,66,566909,01/30/2022,4074.84,336.17,4411.01,03/01/2022
38594,01/30/2022,100348,72735951,93,35.36,02/09/2022,93,566910,02/09/2022,3288.48,271.3,3559.78,03/11/2022
38596,02/01/2022,100140,72723548,63,58.37,02/11/2022,63,566911,02/11/2022,3677.31,303.38,3980.69,03/13/2022
38595,02/01/2022,100182,72723560,52,61.74,02/11/2022,52,566912,02/11/2022,3210.48,264.86,3475.34,03/13/2022
38597,02/03/2022,100105,72842370,56,30.05,02/13/2022,56,566913,02/13/2022,1682.8,138.83,1821.63,03/15/2022
38598,02/04/2022,100159,12224279,49,14.14,02/14/2022,49,566914,02/14/2022,692.86,57.16,750.02,03/16/2022
38599,02/05/2022,100135,12224436,62,115.01,02/15/2022,62,566915,02/15/2022,7130.62,588.28,7718.9,03/17/2022
38601,02/06/2022,100239,72735854,41,22.97,02/16/2022,41,566916,02/16/2022,941.77,77.7,1019.47,03/18/2022
38602,02/06/2022,100193,29208640,34,14.07,02/16/2022,34,566917,02/16/2022,478.38,39.47,517.85,03/18/2022
38600,02/06/2022,100214,12477278,88,97.33,02/16/2022,88,566918,02/16/2022,8565.04,706.62,9271.66,03/18/2022
38605,02/07/2022,100292,12477508,17,7.06,02/17/2022,17,566919,02/17/2022,120.02,9.9,129.92,03/19/2022
38604,02/07/2022,100121,48698911,96,33.59,02/17/2022,96,566920,02/17/2022,3224.64,266.03,3490.67,03/19/2022
38603,02/07/2022,100123,72735878,56,26.51,02/17/2022,56,566921,02/17/2022,1484.56,122.48,1607.04,03/19/2022
38606,02/07/2022,100136,72868010,56,22.99,02/17/2022,56,566922,02/17/2022,1287.44,106.21,1393.65,03/19/2022
38610,02/08/2022,100102,72868022,23,22.99,02/18/2022,23,566923,02/18/2022,528.77,43.62,572.39,03/20/2022
38607,02/08/2022,100126,72735951,93,35.36,02/18/2022,93,566924,02/18/2022,3288.48,271.3,3559.78,03/20/2022
38609,02/08/2022,100333,29268003,54,58.32,02/18/2022,54,566925,02/18/2022,3149.28,259.82,3409.1,03/20/2022
38608,02/08/2022,100120,48727092,30,884.96,02/18/2022,30,566926,02/18/2022,26548.8,2190.28,28739.08,03/20/2022
38611,02/08/2022,100238,12767121,4,10.6,02/18/2022,4,566927,02/18/2022,42.4,3.5,45.9,03/20/2022
38614,02/09/2022,100280,72868228,71,8.83,02/19/2022,71,566928,02/19/2022,626.93,51.72,678.65,03/21/2022
38613,02/09/2022,100124,48727128,18,35.36,02/19/2022,18,566929,02/19/2022,636.48,52.51,688.99,03/21/2022
38612,02/09/2022,100188,72842370,44,30.05,02/19/2022,44,566930,02/19/2022,1322.2,109.08,1431.28,03/21/2022
38615,02/10/2022,100176,72862650,24,242.47,02/20/2022,24,566931,02/20/2022,5819.28,480.09,6299.37,03/22/2022
38616,02/10/2022,100320,48734025,26,84.92,02/20/2022,62,566932,02/20/2022,5265.04,434.37,5699.41,03/22/2022
38618,02/11/2022,100109,72868010,26,22.99,02/21/2022,26,566933,02/21/2022,597.74,49.31,647.05,03/23/2022
38617,02/11/2022,100113,48735356,54,92,02/21/2022,54,566934,02/21/2022,4968,409.86,5377.86,03/23/2022
38619,02/12/2022,100333,72868022,22,22.99,02/22/2022,22,566935,02/22/2022,505.78,41.73,547.51,03/24/2022
38620,02/12/2022,100232,63167463,13,17.7,02/22/2022,13,566936,02/22/2022,230.1,18.98,249.08,03/24/2022
38621,02/13/2022,100230,72868228,89,8.83,02/23/2022,89,566937,02/23/2022,785.87,64.83,850.7,03/25/2022
38622,02/13/2022,100217,63167475,82,21.24,02/23/2022,82,566938,02/23/2022,1741.68,143.69,1885.37,03/25/2022
38623,02/14/2022,100193,84826236,7,17.68,02/24/2022,7,566939,02/24/2022,123.76,10.21,133.97,03/26/2022
38624,02/15/2022,100342,84826260,85,17.68,02/25/2022,85,566940,02/25/2022,1502.8,123.98,1626.78,03/27/2022
38625,02/16/2022,100126,84826296,54,17.68,02/26/2022,54,566941,02/26/2022,954.72,78.76,1033.48,03/28/2022
38626,02/17/2022,100140,84826320,67,17.68,02/27/2022,67,566942,02/27/2022,1184.56,97.73,1282.29,03/29/2022
38628,02/18/2022,100282,84826659,31,17.68,02/28/2022,31,566943,02/28/2022,548.08,45.22,593.3,03/31/2022
38627,02/18/2022,100310,84826635,98,17.68,02/28/2022,98,566944,02/28/2022,1732.64,142.94,1875.58,03/30/2022
38629,02/20/2022,100244,96921990,95,0.51,03/02/2022,95,566945,03/02/2022,48.45,4,52.45,04/01/2022
38630,02/21/2022,100140,96922232,34,0.89,03/03/2022,34,566946,03/03/2022,30.26,2.5,32.76,04/02/2022
38631,02/22/2022,100238,96924168,34,42.44,03/04/2022,34,566947,03/04/2022,1442.96,119.04,1562,04/03/2022
38632,02/23/2022,100336,96924180,95,15.91,03/05/2022,90,566948,03/05/2022,1431.9,118.13,1550.03,04/04/2022
38633,02/24/2022,100243,96924531,84,0.78,03/06/2022,84,566949,03/06/2022,65.52,5.41,70.93,04/05/2022
38634,02/25/2022,100311,96928524,39,5.29,03/07/2022,39,566950,03/07/2022,206.31,17.02,223.33,04/06/2022
38635,02/26/2022,100140,96949360,15,5.52,03/08/2022,15,566951,03/08/2022,82.8,6.83,89.63,04/07/2022
38636,02/27/2022,100278,96949965,51,10.6,03/09/2022,51,566952,03/09/2022,540.6,44.6,585.2,04/08/2022
38638,02/28/2022,100117,48691990,84,45.98,03/10/2022,84,566953,03/10/2022,3862.32,318.64,4180.96,04/09/2022
38637,02/28/2022,100216,96950001,29,5.35,03/10/2022,29,566954,03/10/2022,155.15,12.8,167.95,04/09/2022
38639,03/06/2022,100122,10951076,39,22.97,03/16/2022,39,566955,03/16/2022,895.83,73.91,969.74,04/14/2022
